,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casualPrice,registeredPrice,totalPrice
7757,7758,,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,14,17,31,70,51,121
7758,7759,,4,0,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,7,19,26,35,57,92
7759,7760,,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22,40,42,82
7760,7761,,4,0,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,2,19,21,10,57,67
7761,7762,,4,0,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,7,22,29,35,66,101
7762,7763,,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,2,12,14,10,36,46
7763,7764,,4,0,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,4,6,10,20,18,38
7764,7765,,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2,0,6,6
7765,7766,,4,0,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,4,3,7,20,9,29
7766,7767,,4,0,11,5,0,5,1,1,0.28,0.3182,0.75,0.0,2,3,5,10,9,19
7767,7768,,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,4,9,13,20,27,47
7768,7769,,4,0,11,7,0,5,1,1,0.26,0.303,0.81,0.0,4,31,35,20,93,113
7769,7770,,4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,6,68,74,30,204,234
7770,7771,,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0.0,25,70,95,125,210,335
7771,7772,,4,0,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,60,82,142,300,246,546
7772,7773,,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,127,226,495,381,876
7773,7774,,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272,630,438,1068
7774,7775,,4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283,715,420,1135
7775,7776,,4,0,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,122,150,272,610,450,1060
7776,7777,,4,0,11,15,0,5,1,1,0.52,0.5,0.36,0.194,165,145,310,825,435,1260
7777,7778,,4,0,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,122,139,261,610,417,1027
7778,7779,,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,57,127,184,285,381,666
7779,7780,,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,45,108,153,225,324,549
7780,7781,,4,0,11,19,0,5,1,1,0.42,0.4242,0.67,0.0,38,96,134,190,288,478
7781,7782,,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95,95,228,323
7782,7783,,4,0,11,21,0,5,1,1,0.36,0.3788,0.71,0.0,24,61,85,120,183,303
7783,7784,,4,0,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,12,46,58,60,138,198
7784,7785,,4,0,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,5,28,33,25,84,109
7785,7786,,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,9,38,47,45,114,159
7786,7787,,4,0,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,5,24,29,25,72,97
7787,7788,,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,23,15,60,75
7788,7789,,4,0,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,8,9,17,40,27,67
7789,7790,,4,0,11,4,0,6,0,1,0.3,0.3333,0.81,0.0,0,4,4,0,12,12
7790,7791,,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3,0,9,9
7791,7792,,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10,10,24,34
7792,7793,,4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,4,13,17,20,39,59
7793,7794,,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60,50,150,200
7794,7795,,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83,80,201,281
7795,7796,,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0.0,57,84,141,285,252,537
7796,7797,,4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230,535,369,904
7797,7798,,4,0,11,12,0,6,0,1,0.44,0.4394,0.51,0.0,137,172,309,685,516,1201
7798,7799,,4,0,11,13,0,6,0,1,0.48,0.4697,0.44,0.0,177,148,325,885,444,1329
7799,7800,,4,0,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,141,158,299,705,474,1179
7800,7801,,4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314,770,480,1250
7801,7802,,4,0,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,137,138,275,685,414,1099
7802,7803,,4,0,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,62,122,184,310,366,676
7803,7804,,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118,185,335,354,689
7804,7805,,4,0,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,46,100,146,230,300,530
7805,7806,,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141,275,258,533
7806,7807,,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0.0,20,72,92,100,216,316
7807,7808,,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0.0,14,51,65,70,153,223
7808,7809,,4,0,11,23,0,6,0,1,0.36,0.3788,0.81,0.0,18,51,69,90,153,243
7809,7810,,4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0.0,7,39,46,35,117,152
7810,7811,,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0.0,9,35,44,45,105,150
7811,7812,,4,0,11,2,0,0,0,1,0.34,0.3636,0.81,0.0,9,22,31,45,66,111
7812,7813,,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0.0,9,8,17,45,24,69
7813,7814,,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4,0,12,12
7814,7815,,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,0,5,5,0,15,15
7815,7816,,4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9,0,27,27
7816,7817,,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,23,60,33,93
7817,7818,,4,0,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42,30,108,138
7818,7819,,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111,105,270,375
7819,7820,,4,0,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,58,131,189,290,393,683
7820,7821,,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240,415,471,886
7821,7822,,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256,315,579,894
7822,7823,,4,0,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,97,216,313,485,648,1133
7823,7824,,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313,565,600,1165
7824,7825,,4,0,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,96,221,317,480,663,1143
7825,7826,,4,0,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,94,229,323,470,687,1157
7826,7827,,4,0,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,37,167,204,185,501,686
7827,7828,,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,25,130,155,125,390,515
7828,7829,,4,0,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139,150,327,477
7829,7830,,4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104,50,282,332
7830,7831,,4,0,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88,65,225,290
7831,7832,,4,0,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66,65,159,224
7832,7833,,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32,25,81,106
7833,7834,,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,30,30,60
7834,7835,,4,0,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13,5,36,41
7835,7836,,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5,5,12,17
7836,7837,,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4,0,12,12
7837,7838,,4,0,11,5,0,1,1,1,0.4,0.4091,0.87,0.0,0,34,34,0,102,102
7838,7839,,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104,30,294,324
7839,7840,,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0.0,7,270,277,35,810,845
7840,7841,,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407,65,1182,1247
7841,7842,,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,17,191,208,85,573,658
7842,7843,,4,0,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,21,86,107,105,258,363
7843,7844,,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118,55,321,376
7844,7845,,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178,65,495,560
7845,7846,,4,0,11,13,0,1,1,2,0.58,0.5455,0.56,0.0,25,137,162,125,411,536
7846,7847,,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0.0,14,129,143,70,387,457
7847,7848,,4,0,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,18,132,150,90,396,486
7848,7849,,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,24,240,264,120,720,840
7849,7850,,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,24,444,468,120,1332,1452
7850,7851,,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416,100,1188,1288
7851,7852,,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,4,260,264,20,780,800
7852,7853,,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,12,206,218,60,618,678
7853,7854,,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156,20,456,476
7854,7855,,4,0,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109,35,306,341
7855,7856,,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46,25,123,148
7856,7857,,4,0,11,0,0,2,1,1,0.52,0.5,0.83,0.0,4,18,22,20,54,74
7857,7858,,4,0,11,1,0,2,1,1,0.52,0.5,0.83,0.0896,1,16,17,5,48,53
7858,7859,,4,0,11,2,0,2,1,2,0.5,0.4848,0.88,0.0,0,5,5,0,15,15
7859,7860,,4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0.0,0,2,2,0,6,6
7860,7861,,4,0,11,4,0,2,1,2,0.52,0.5,0.83,0.3284,1,5,6,5,15,20
7861,7862,,4,0,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22,5,63,68
7862,7863,,4,0,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,1,88,89,5,264,269
7863,7864,,4,0,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,12,330,342,60,990,1050
7864,7865,,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449,45,1320,1365
7865,7866,,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202,25,591,616
7866,7867,,4,0,11,10,0,2,1,3,0.56,0.5303,0.73,0.4179,2,34,36,10,102,112
7867,7868,,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11,5,30,35
7868,7869,,4,0,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,1,17,18,5,51,56
7869,7870,,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22,22,0,66,66
7870,7871,,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,1,35,36,5,105,110
7871,7872,,4,0,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,5,60,65,25,180,205
7872,7873,,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151,25,438,463
7873,7874,,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354,40,1038,1078
7874,7875,,4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,11,347,358,55,1041,1096
7875,7876,,4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250,30,732,762
7876,7877,,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,8,176,184,40,528,568
7877,7878,,4,0,11,21,0,2,1,2,0.38,0.3939,0.87,0.2537,9,116,125,45,348,393
7878,7879,,4,0,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95,25,270,295
7879,7880,,4,0,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,0,53,53,0,159,159
7880,7881,,4,0,11,0,0,3,1,1,0.36,0.3333,0.62,0.4179,1,23,24,5,69,74
7881,7882,,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8,0,24,24
7882,7883,,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5,0,15,15
7883,7884,,4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1,0,3,3
7884,7885,,4,0,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5,0,15,15
7885,7886,,4,0,11,5,0,3,1,1,0.28,0.2727,0.81,0.194,1,21,22,5,63,68
7886,7887,,4,0,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103,15,300,315
7887,7888,,4,0,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285,45,828,873
7888,7889,,4,0,11,8,0,3,1,1,0.28,0.2727,0.81,0.194,13,465,478,65,1395,1460
7889,7890,,4,0,11,9,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193,35,558,593
7890,7891,,4,0,11,10,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110,75,285,360
7891,7892,,4,0,11,11,0,3,1,1,0.38,0.3939,0.54,0.2985,10,112,122,50,336,386
7892,7893,,4,0,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160,60,444,504
7893,7894,,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147,80,393,473
7894,7895,,4,0,11,14,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112,65,297,362
7895,7896,,4,0,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,11,104,115,55,312,367
7896,7897,,4,0,11,16,0,3,1,1,0.36,0.3333,0.46,0.2836,27,199,226,135,597,732
7897,7898,,4,0,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380,75,1095,1170
7898,7899,,4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376,35,1107,1142
7899,7900,,4,0,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279,30,819,849
7900,7901,,4,0,11,20,0,3,1,2,0.32,0.303,0.57,0.2836,6,184,190,30,552,582
7901,7902,,4,0,11,21,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,135,35,384,419
7902,7903,,4,0,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87,25,246,271
7903,7904,,4,0,11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50,20,138,158
7904,7905,,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20,5,57,62
7905,7906,,4,0,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10,5,27,32
7906,7907,,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9,5,24,29
7907,7908,,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7,5,18,23
7908,7909,,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1,0,3,3
7909,7910,,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24,5,69,74
7910,7911,,4,0,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97,25,276,301
7911,7912,,4,0,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276,55,795,850
7912,7913,,4,0,12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477,75,1386,1461
7913,7914,,4,0,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224,45,645,690
7914,7915,,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93,35,258,293
7915,7916,,4,0,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102,35,285,320
7916,7917,,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,148,45,417,462
7917,7918,,4,0,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154,85,411,496
7918,7919,,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150,100,390,490
7919,7920,,4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154,50,432,482
7920,7921,,4,0,12,16,0,4,1,1,0.4,0.4091,0.4,0.194,9,192,201,45,576,621
7921,7922,,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418,45,1227,1272
7922,7923,,4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405,60,1179,1239
7923,7924,,4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228,45,657,702
7924,7925,,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190,60,534,594
7925,7926,,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162,40,462,502
7926,7927,,4,0,12,22,0,4,1,1,0.3,0.3333,0.61,0.0,5,99,104,25,297,322
7927,7928,,4,0,12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,73,15,210,225
7928,7929,,4,0,12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,6,32,38,30,96,126
7929,7930,,4,0,12,1,0,5,1,1,0.24,0.2879,0.75,0.0,1,14,15,5,42,47
7930,7931,,4,0,12,2,0,5,1,1,0.24,0.2879,0.75,0.0,0,10,10,0,30,30
7931,7932,,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,0,1,1,0,3,3
7932,7933,,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,0,3,3,0,9,9
7933,7934,,4,0,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,23,0,69,69
7934,7935,,4,0,12,6,0,5,1,1,0.22,0.2727,0.8,0.0,3,84,87,15,252,267
7935,7936,,4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205,30,597,627
7936,7937,,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0.0,13,432,445,65,1296,1361
7937,7938,,4,0,12,9,0,5,1,1,0.28,0.3182,0.81,0.0,12,234,246,60,702,762
7938,7939,,4,0,12,10,0,5,1,1,0.3,0.2879,0.75,0.2239,16,89,105,80,267,347
7939,7940,,4,0,12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,160,90,426,516
7940,7941,,4,0,12,12,0,5,1,1,0.36,0.3485,0.57,0.1343,18,186,204,90,558,648
7941,7942,,4,0,12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,19,188,207,95,564,659
7942,7943,,4,0,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,170,125,435,560
7943,7944,,4,0,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,24,175,199,120,525,645
7944,7945,,4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,276,110,762,872
7945,7946,,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,411,100,1173,1273
7946,7947,,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372,50,1086,1136
7947,7948,,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252,265,65,756,821
7948,7949,,4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,12,178,190,60,534,594
7949,7950,,4,0,12,21,0,5,1,1,0.34,0.3333,0.49,0.194,9,102,111,45,306,351
7950,7951,,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194,7,95,102,35,285,320
7951,7952,,4,0,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,14,81,95,70,243,313
7952,7953,,4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,10,65,75,50,195,245
7953,7954,,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,9,62,71,45,186,231
7954,7955,,4,0,12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,9,41,50,45,123,168
7955,7956,,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,5,9,20,15,35
7956,7957,,4,0,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,1,7,8,5,21,26
7957,7958,,4,0,12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,6,6,0,18,18
7958,7959,,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11,5,30,35
7959,7960,,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,2,24,26,10,72,82
7960,7961,,4,0,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,1,62,63,5,186,191
7961,7962,,4,0,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,25,99,124,125,297,422
7962,7963,,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,195,110,519,629
7963,7964,,4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,48,227,275,240,681,921
7964,7965,,4,0,12,12,0,6,0,1,0.36,0.3788,0.5,0.0,78,280,358,390,840,1230
7965,7966,,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,70,222,292,350,666,1016
7966,7967,,4,0,12,14,0,6,0,1,0.36,0.3788,0.46,0.0,92,251,343,460,753,1213
7967,7968,,4,0,12,15,0,6,0,1,0.38,0.3939,0.46,0.0,100,237,337,500,711,1211
7968,7969,,4,0,12,16,0,6,0,1,0.38,0.3939,0.46,0.0,75,230,305,375,690,1065
7969,7970,,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0.0,46,186,232,230,558,788
7970,7971,,4,0,12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,31,193,224,155,579,734
7971,7972,,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,175,155,432,587
7972,7973,,4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,127,85,330,415
7973,7974,,4,0,12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,5,104,109,25,312,337
7974,7975,,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,17,97,114,85,291,376
7975,7976,,4,0,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,12,73,85,60,219,279
7976,7977,,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83,95,192,287
7977,7978,,4,0,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,20,54,74,100,162,262
7978,7979,,4,0,12,2,0,0,0,1,0.26,0.303,0.81,0.0,11,51,62,55,153,208
7979,7980,,4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0.0,7,34,41,35,102,137
7980,7981,,4,0,12,4,0,0,0,1,0.26,0.303,0.87,0.0,2,9,11,10,27,37
7981,7982,,4,0,12,5,0,0,0,1,0.26,0.303,0.81,0.0,2,2,4,10,6,16
7982,7983,,4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0.0,1,3,4,5,9,14
7983,7984,,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0.0,3,23,26,15,69,84
7984,7985,,4,0,12,8,0,0,0,1,0.26,0.303,0.87,0.0,7,48,55,35,144,179
7985,7986,,4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0.0,12,114,126,60,342,402
7986,7987,,4,0,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,216,180,540,720
7987,7988,,4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254,240,618,858
7988,7989,,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,329,410,741,1151
7989,7990,,4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,88,269,357,440,807,1247
7990,7991,,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,77,246,323,385,738,1123
7991,7992,,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.194,69,227,296,345,681,1026
7992,7993,,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,330,320,798,1118
7993,7994,,4,0,12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,38,207,245,190,621,811
7994,7995,,4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0.0,10,161,171,50,483,533
7995,7996,,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0.0,15,158,173,75,474,549
7996,7997,,4,0,12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,8,116,124,40,348,388
7997,7998,,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,72,35,195,230
7998,7999,,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,5,59,64,25,177,202
7999,8000,,4,0,12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,3,42,45,15,126,141
8000,8001,,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,3,21,24,15,63,78
8001,8002,,4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0.0,2,10,12,10,30,40
8002,8003,,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0.0,0,8,8,0,24,24
8003,8004,,4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0.0,0,2,2,0,6,6
8004,8005,,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7,0,21,21
8005,8006,,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,1,24,25,5,72,77
8006,8007,,4,0,12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,1,89,90,5,267,272
8007,8008,,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0.0,9,274,283,45,822,867
8008,8009,,4,0,12,8,0,1,1,1,0.32,0.3485,0.93,0.0,12,392,404,60,1176,1236
8009,8010,,4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,12,178,190,60,534,594
8010,8011,,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,87,45,234,279
8011,8012,,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123,85,318,403
8012,8013,,4,0,12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,29,125,154,145,375,520
8013,8014,,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,171,90,459,549
8014,8015,,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0.0,7,126,133,35,378,413
8015,8016,,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,16,132,148,80,396,476
8016,8017,,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10,238,248,50,714,764
8017,8018,,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0.0,16,430,446,80,1290,1370
8018,8019,,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0.0,13,386,399,65,1158,1223
8019,8020,,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0.0,13,295,308,65,885,950
